PLANT,PART_NAME,SERVICE_TYPE,FLOW_TYPE,STP_CD,ONESAP_LOT,PROCESS_BEFORE_QTY,PROCESS_AFTER_QTY,STATUS,LOT_CREATE_DATE,
SG21,AN47200A-VF,F,E,ST31S0000157,#N/A,0,2000,OW,03/11/2017,
SG21,AN47200A-VF,F,E,ST31S0000157,#N/A,0,2000,OW,03/11/2017,
SG21,AN44010A-VF,F,E,ST31S0000154,UCF6A016.1,1577,0,WT,06/05/2015,
SG21,AN32183A-VF,F,E,ST31S0000157,#N/A,0,1000,OW,03/10/2017,
SG21,AN32183A-VF,F,E,ST31S0000155,#N/A,1000,0,WT,03/17/2017,
SG21,AN32183A-VF,F,E,ST31S0000157,#N/A,0,1000,OW,03/10/2017,
SG21,AN32183A-VF,F,E,ST31S0000155,#N/A,1000,0,WT,03/10/2017,
SG21,AN32183A-VF,F,E,ST31S0000157,#N/A,0,1000,OW,03/10/2017,
SG21,AN33012UA-VB,F,E,ST31S0000157,#N/A,1000,0,AC,03/16/2017,
SG21,AN33012UA-VB,F,E,ST31S0000155,#N/A,1000,0,WT,03/16/2017,
SG21,AN33013UA-VB,F,E,ST31S0000157,#N/A,0,1000,OW,03/20/2017,
SG21,AN33013UA-VB,F,E,ST31S0000157,#N/A,0,1000,OW,03/20/2017,
SG21,AN33013UA-VB,F,E,ST31S0000157,#N/A,0,1000,OW,03/20/2017,
SG21,AN33014UA-VB,F,E,ST31S0000157,#N/A,0,1000,OW,03/05/2017,
SG21,AN33014UA-VB,F,E,ST31S0000157,#N/A,0,1000,OW,03/11/2017,
SG21,AN33014UA-VB,F,E,ST31S0000157,#N/A,0,1000,OW,03/11/2017,
SG21,AN33014UA-VB,F,E,ST31S0000157,#N/A,0,1000,OW,03/05/2017,
SG21,AN41908A-VB,F,E,ST31S0000123,#N/A,0,2000,OW,03/13/2017,
SG21,AN32182A-VB,F,E,ST31S0000120,#N/A,257,0,WT,02/09/2017,
SG21,MN63Y1208-E1,F,E,ST31S0000123,#N/A,0,2000,OW,03/10/2017,
SG21,MN63Y1208-E1,F,E,ST31S0000123,#N/A,0,2000,OW,03/03/2017,
SG21,NN30332A-VB,T,E,ST31S0000123,#N/A,0,5000,OW,03/08/2017,
SG21,NN30312A-VB,T,E,ST31S0000120,#N/A,999,0,WT,09/01/2016,
SG21,NN30320A-VB,T,E,ST31S0000119,#N/A,1703,0,WT,03/28/2017,
SG21,MIP0223SYSLE,F,E,ST31S0000033,#N/A,678,0,WT,12/28/2016,
SG21,MIP0226SY0LR,F,E,ST31S0000033,#N/A,302,0,WT,12/10/2016,
SG21,MIP0227SY1S0,F,E,ST31S0000033,UCE7V537.1,695,0,WT,07/31/2014,
SG21,MIP2E3DMY0LT,F,E,ST31S0000035,#N/A,0,500,OW,03/18/2017,
SG21,MIP2E3DMY0LT,F,E,ST31S0000035,#N/A,0,500,OW,03/18/2017,
SG21,MIP2E5DMY0LT,F,E,ST31S0000033,#N/A,416,0,WT,03/05/2017,
SG21,MIP3E7NMYSLT,F,E,ST31S0000035,#N/A,0,800,OW,03/04/2017,
SG21,MIP4150MDSLJ,F,E,ST31S0000035,#N/A,0,800,OW,03/04/2017,
SG21,AN18400B-VB,F,E,ST31S0000123,#N/A,0,2000,OW,02/08/2017,
SG21,AN7705,F,E,ST31S0000070,UCE7V570.1,385,0,WT,07/31/2014,
SG21,AN7812A,F,E,ST31S0000070,UCE8P005.1,247,0,WT,07/31/2014,
SG21,AN7805F-LC,F,E,ST31S0000070,UCF8G003.1,349,0,WT,08/16/2015,
SG21,AN7815F-LC,F,E,ST31S0000072,UCF8R035.1,0,450,OW,04/21/2015,
SG21,AN7915F-LC,F,E,ST31S0000072,UCF6N040.1,0,450,OW,05/19/2015,
SG21,AN17807A,F,E,ST31S0000070,UCE7V422.1,68,0,WT,07/31/2014,
SG21,MIP4170MDSLK,F,E,ST31S0000035,#N/A,0,800,OW,03/04/2017,
SG21,MIP4170MDSLK,F,E,ST31S0000035,#N/A,0,800,OW,03/05/2017,
SG21,MIP2E3DMTSCF,F,E,ST31S0000033,#N/A,642,0,WT,03/10/2017,
SG21,AN83300UA-VF,F,E,ST31S0000157,#N/A,0,1000,OW,03/20/2017,
SG21,MNBCA6DHCF,F,E,ST31S0000157,#N/A,0,2000,OW,03/09/2017,
SG21,AN7299S-E1V,F,E,ST31S0000154,UCE7V528.1,1155,0,WT,07/31/2014,
SG21,AN6564NS-E1V,F,E,ST31S0000154,UCE7V512.1,758,0,WT,07/31/2014,
SG21,MN101AFB1AXX,F,E,ST31S0000155,UCE7V429.1,83,0,WT,07/31/2014,
SG21,NN30500A-VB,T,E,ST31S0000120,#N/A,478,0,WT,05/26/2016,
SG21,NN30500A-VB,T,E,ST31S0000120,#N/A,2227,0,HD,04/03/2016,
SG21,NN30500A-VB,T,E,ST31S0000120,#N/A,783,0,WT,04/03/2016,
SG21,NN30501A-VB,T,E,ST31S0000120,#N/A,876,0,HD,07/04/2016,
SG21,AN78L05TA,F,E,ST31S0000070,UCE7V541.1,2379,0,WT,07/31/2014,
SG21,AN3320S-E1V,F,E,ST31S0000154,UCF7K016.1,1357,0,WT,07/19/2015,
SG21,AN33090A-VF,F,E,ST31S0000154,#N/A,107,0,WT,02/23/2017,
SG21,MIP0050ME1BR,F,E,ST31S0000154,UCECH005.1,283,0,WT,12/10/2014,
SG21,AN33016UA-VB,F,E,ST31S0000154,#N/A,7985,0,WT,03/09/2017,
SG21,MNBCA6DHCF,F,E,ST31S0000154,#N/A,1995,0,WT,03/09/2017,
SG21,MIP2F10MTSCF,F,E,ST31S0000035,#N/A,0,2000,OW,03/05/2017,
SG21,AN44128ABVB,F,E,ST31S0000120,#N/A,3047,0,WT,03/06/2017,
SG21,MNBEFG9GXWV,F,E,ST31S0000123,#N/A,2000,0,AC,03/04/2017,
SG21,MIP6S10MTSCF,F,E,ST31S0000035,#N/A,0,2000,OW,03/13/2017,
SG21,MIP6S10MTSCF,F,E,ST31S0000033,#N/A,87,0,WT,03/13/2017,
SG21,AN13410A-VB,F,E,ST31S0000154,UCG2KDEO.1,969,0,WT,02/05/2016,
SG21,MIP0060MXL,F,E,ST31S0000154,#N/A,551,0,WT,12/14/2016,
SG21,MIP801000L,F,E,ST31S0000035,#N/A,0,1000,OW,03/12/2017,
SG21,MN864729-EB,T,E,ST31S0000123,UCH3U026.1,0,2000,OW,03/28/2017,
SG21,MN864729-EB,T,E,ST31S0000123,#N/A,0,2000,OW,03/24/2017,
SG21,MN864729-EB,T,E,ST31S0000123,#N/A,0,2000,OW,02/04/2017,
SG21,MN864729-EB,T,E,ST31S0000123,#N/A,0,2000,OW,03/12/2017,
SG21,MN864729-EB,T,E,ST31S0000123,#N/A,0,2000,OW,03/25/2017,
SG21,MN864729-EB,T,E,ST31S0000210,#N/A,1858,0,HD,12/21/2016,
SG21,MIP2N1BUKL,F,E,ST31S0000032,#N/A,1476,0,HD,12/30/2016,
SG21,MIP5330MTSCF,F,E,ST31S0000037,#N/A,43,0,HD,09/14/2016,
SG21,AN44128ACVB,F,E,ST31S0000120,#N/A,756,0,WT,03/01/2017,
SG21,MN864729-EB,T,E,ST31S0000120,#N/A,1759,0,WT,03/25/2017,
SG21,MN864729-EB,T,E,ST31S0000120,#N/A,1845,0,WT,01/07/2017,
SG21,CLNCT26BS,A,E,ST49S0000014,#N/A,0,13523,EW,03/05/2017,
SG21,CLNCT28AS,A,E,ST49S0000014,#N/A,0,19681,EW,03/20/2017,
SG21,CLNCT28AS,A,E,ST49S0000014,#N/A,0,19659,EW,03/20/2017,
SG21,CLNCT28AE,A,E,ST49S0000014,#N/A,0,19565,EW,03/20/2017,
SG21,CLNCT28AE,A,E,ST49S0000014,#N/A,0,18526,EW,03/18/2017,
SG21,CLNCT28AE,A,E,ST49S0000014,#N/A,0,18654,EW,03/23/2017,
SG21,CLNCT28AE,A,E,ST49S0000014,#N/A,0,16017,EW,03/17/2017,
SG21,CLNCT28AE,A,E,ST49S0000014,#N/A,0,14552,EW,03/20/2017,
SG21,CLNCT16BS,A,E,ST49S0000014,#N/A,0,13868,EW,03/05/2017,
SG21,MN5410,F,E,ST11S0000065,#N/A,185,0,WT,02/08/2017,
SG21,MN2PS011,F,E,ST11S0000065,#N/A,95,0,WT,03/09/2017,
SG21,MN84525B,F,E,ST11S0000067,#N/A,130,0,WT,01/26/2017,
SG21,MN895241,T,E,ST11S0000067,#N/A,170,0,WT,02/06/2017,
SG21,MNZSL6FAAUB,F,E,ST11S0000065,#N/A,86,0,WT,03/17/2017,
SG21,MN5420Y,T,E,ST11S0000067,#N/A,44,0,WT,02/13/2017,
SG21,MN5420L,T,E,ST11S0000068,#N/A,0,595,EW,12/06/2016,
SG21,MN2WS0230A2N,T,E,ST11S0000068,UBH3U037.1,0,120,EW,03/26/2017,
SG21,MN2WS0230A2N,T,E,ST11S0000068,UBH3U038.1,0,120,EW,03/26/2017,
SG21,MN2WS0230A2N,T,E,ST11S0000068,#N/A,0,120,EW,03/26/2017,
SG21,MN2PS0131,F,E,ST11S0000067,#N/A,242,0,WT,03/13/2017,
SG21,MN5407UB-S,A,E,ST11S0000068,#N/A,0,1300,EW,03/06/2017,
SG21,MN2KSC100M,F,E,ST11S0000068,#N/A,0,300,EW,02/13/2017,
SG21,MN2KSC100M,F,E,ST11S0000068,#N/A,0,300,EW,02/13/2017,
SG21,MN2WS90AMCUB,F,E,ST11S0000068,#N/A,0,135,EW,03/17/2017,
SG21,MN2WS0260A2S,#N/A,E,ST11S0000067,#N/A,146,0,WT,02/27/2017,
SG21,MIP0255SSSCF,F,E,ST31S0000035,#N/A,0,2000,OW,03/19/2017,
SG21,MIP2E3DMSSCF,F,E,ST31S0000035,#N/A,0,2000,OW,02/27/2017,
SG21,MIP2E3DMSSCF,F,E,ST31S0000035,#N/A,0,2000,OW,03/10/2017,
SG21,MIP2K20MS1S0,F,E,ST31S0000035,#N/A,0,2000,OW,03/23/2017,
